IBGE,IBGE6,CIDADE,ANO,BCG,PENTA,ROTA,MENINGOC,PNEUMO,POLIO,HEPB,IDHM,IDHM Renda,IDHM Educação,IDHM Longevidade,AREA_TERRITORIAL,PIB_PERCAPTA,DENSIDADE_DEMOGRAFICA,POPULACAO,MACRORREGIAO,PARTIDO PREFEITOS,POSTOS,mae_s_instru,mae_inst_1_8_anos,mae_inst_8_11_anos,mae_inst_12m_anos,pop_urb(%)
4305173.0,430517.0,CERRO GRANDE DO SUL,2012,91.2408759124088,5.10948905109489,77.3722627737226,88.3211678832117,97.8102189781022,94.1605839416058,95.6204379562044,0.66,0.673,0.499,0.855,324.908,27361.09,28.25,9178,Metropolitana,,3,,73,38,7,30.6
4305207.0,430520.0,CERRO LARGO,2012,85.9375,45.3125,89.84375,107.8125,97.65625,95.3125,97.65625,0.764,0.752,0.698,0.849,176.742,58884.12,77.59,13705,Missioneira,,3,,46,45,24,81.8
4305306.0,430530.0,CHAPADA,2012,101.333333333333,52.0,120.0,128.0,117.333333333333,120.0,120.0,0.757,0.752,0.679,0.849,684.247,63213.09,13.94,9540,Norte,,4,,15,50,12,67.2
4305355.0,430535.0,CHARQUEADAS,2012,91.0364145658263,34.453781512605,84.593837535014,100.560224089636,95.7983193277311,93.8375350140056,96.3585434173669,0.747,0.726,0.659,0.87,217.362,53050.97,161.08,35012,Metropolitana,,17,,68,208,70,97.2
4305371.0,430537.0,CHARRUA,2012,64.7058823529412,19.6078431372549,49.0196078431373,50.9803921568627,52.9411764705882,68.6274509803922,72.5490196078431,0.62,0.699,0.385,0.885,198.748,45392.81,13.93,2768,Norte,,1,,23,17,,23.1
4305405.0,430540.0,CHIAPETTA,2012,119.148936170213,40.4255319148936,100.0,91.4893617021277,89.3617021276596,97.8723404255319,97.8723404255319,0.732,0.702,0.657,0.85,397.179,67903.94,9.85,3913,Missioneira,,2,,18,18,16,72.3
4305439.0,430543.0,CHUÍ,2012,72.7272727272727,22.7272727272727,113.636363636364,115.909090909091,120.454545454545,138.636363636364,129.545454545455,0.706,0.676,0.658,0.792,202.387,83417.38,30.94,6262,Sul,,,,10,25,,97.2
4305447.0,430544.0,CHUVISCA,2012,71.875,0.0,70.3125,95.3125,64.0625,84.375,87.5,0.616,0.655,0.437,0.818,220.471,35548.18,20.85,4597,Metropolitana,,,,36,18,,7.3
4305454.0,430545.0,CIDREIRA,2012,87.1621621621622,30.4054054054054,64.8648648648649,68.2432432432432,65.5405405405405,55.4054054054054,69.5945945945946,0.729,0.73,0.625,0.848,243.419,23836.71,70.13,17071,Metropolitana,,3,,55,92,21,97.9
4305504.0,430550.0,CIRÍACO,2012,165.51724137931,58.6206896551724,134.48275862069,168.965517241379,165.51724137931,148.275862068966,175.862068965517,0.719,0.724,0.6,0.855,274.350,56256.81,15.12,4149,Norte,,2,,,13,,61.5
4305587.0,430558.0,COLINAS,2012,161.538461538462,115.384615384615,138.461538461538,184.615384615385,169.230769230769,161.538461538462,184.615384615385,0.765,0.786,0.678,0.84,60.732,37308.24,39.90,2423,Vales,,1,,,14,,45.1
4305603.0,430560.0,COLORADO,2012,105.882352941176,41.1764705882353,76.4705882352941,76.4705882352941,85.2941176470588,85.2941176470588,79.4117647058823,0.758,0.775,0.674,0.835,286.295,61073.45,11.38,3258,Missioneira,,1,,,23,,59.9
4305702.0,430570.0,CONDOR,2012,78.5714285714286,24.4897959183673,72.4489795918367,73.469387755102,80.6122448979592,78.5714285714286,80.6122448979592,0.747,0.735,0.666,0.852,463.568,73461.12,13.82,6406,Missioneira,,3,,,23,11,71.9
4305801.0,430580.0,CONSTANTINA,2012,109.345794392523,40.1869158878505,99.0654205607477,105.607476635514,113.084112149533,110.280373831776,116.822429906542,0.754,0.726,0.668,0.885,203.614,45442.93,51.00,10385,Norte,,3,,35,51,33,77.7
4305835.0,430583.0,COQUEIRO BAIXO,2012,160.0,30.0,130.0,160.0,160.0,150.0,160.0,0.692,0.703,0.532,0.886,112.638,43419.26,11.45,1290,Vales,,1,,,,,20.0
4305850.0,430585.0,COQUEIROS DO SUL,2012,156.25,56.25,93.75,143.75,87.5,93.75,193.75,0.746,0.806,0.614,0.84,277.147,62995.49,7.98,2211,Norte,,1,,,21,,43.9
4305871.0,430587.0,CORONEL BARROS,2012,161.111111111111,72.2222222222222,183.333333333333,211.111111111111,205.555555555556,216.666666666667,244.444444444444,0.744,0.793,0.61,0.852,163.716,50693.68,17.24,2822,Missioneira,,1,,,20,,55.8
4305900.0,430590.0,CORONEL BICACO,2012,90.2912621359223,44.6601941747573,70.873786407767,87.378640776699,100.0,91.2621359223301,100.0,0.665,0.667,0.55,0.803,492.303,64631.38,12.48,6144,Norte,,3,,40,39,19,73.5
4305934.0,430593.0,CORONEL PILAR,2012,80.0,33.3333333333333,73.3333333333333,66.6666666666667,66.6666666666667,60.0,73.3333333333333,0.727,0.766,0.6,0.835,105.668,36187.34,15.21,1607,Serra,,,,,,,12.3
4305959.0,430595.0,COTIPORÃ,2012,125.0,30.0,60.0,60.0,55.0,65.0,60.0,0.741,0.767,0.636,0.835,173.207,53328.63,22.20,3846,Serra,,2,,,,,54.9
4305975.0,430597.0,COXILHA,2012,58.974358974359,56.4102564102564,61.5384615384615,92.3076923076923,84.6153846153846,82.0512820512821,120.512820512821,0.706,0.693,0.586,0.866,422.101,130995.01,6.32,2667,Norte,,1,,10,25,,66.4
4306007.0,430600.0,CRISSIUMAL,2012,93.1034482758621,11.0344827586207,86.2068965517241,84.1379310344828,91.0344827586207,87.5862068965517,84.1379310344828,0.712,0.702,0.616,0.835,362.194,38853.05,35.58,12886,Missioneira,,4,,39,80,18,52.8
4306056.0,430605.0,CRISTAL,2012,84.0909090909091,34.0909090909091,84.0909090909091,111.363636363636,104.545454545455,118.181818181818,109.090909090909,0.644,0.687,0.471,0.826,679.742,41174.16,10.70,7299,Metropolitana,,,,32,39,9,69.8
4306072.0,430607.0,CRISTAL DO SUL,2012,69.6969696969697,30.3030303030303,66.6666666666667,75.7575757575758,84.8484848484848,57.5757575757576,69.6969696969697,0.66,0.641,0.542,0.826,97.073,36696.5,27.73,2692,Norte,,1,,,13,,47.1
4306106.0,430610.0,CRUZ ALTA,2012,116.395348837209,51.3953488372093,114.06976744186,114.302325581395,114.767441860465,115.348837209302,121.511627906977,0.75,0.754,0.653,0.858,1360.548,74684.47,43.30,58913,Missioneira,,14,,242,486,184,97.1
4306130.0,430613.0,CRUZALTENSE,2012,100.0,31.5789473684211,105.263157894737,100.0,89.4736842105263,131.578947368421,100.0,0.719,0.724,0.605,0.849,166.883,64186.8,9.80,1635,Norte,,1,,,,,29.5
4306205.0,430620.0,CRUZEIRO DO SUL,2012,93.75,15.625,82.2916666666667,92.7083333333333,93.75,90.625,73.9583333333333,0.723,0.746,0.607,0.833,155.482,55774.4,74.81,11600,Vales,,3,,18,61,16,63.9
4306304.0,430630.0,DAVID CANABARRO,2012,116.216216216216,40.5405405405405,86.4864864864865,97.2972972972973,100.0,97.2972972972973,118.918918918919,0.762,0.74,0.688,0.87,174.172,47877.71,24.73,4321,Norte,,2,,,22,,55.9
4306320.0,430632.0,DERRUBADAS,2012,84.6153846153846,46.1538461538462,74.3589743589744,64.1025641025641,69.2307692307692,79.4871794871795,87.1794871794872,0.707,0.664,0.628,0.846,360.851,42741.36,7.62,2751,Norte,,1,,6,22,6,43.1
4306353.0,430635.0,DEZESSEIS DE NOVEMBRO,2012,66.6666666666667,47.6190476190476,90.4761904761905,100.0,90.4761904761905,85.7142857142857,109.52380952381,0.654,0.625,0.553,0.809,216.341,20507.28,11.53,2507,Missioneira,,1,,,9,,27.3
4306379.0,430637.0,DILERMANDO DE AGUIAR,2012,53.5714285714286,25.0,78.5714285714286,78.5714285714286,103.571428571429,75.0,82.1428571428571,0.648,0.681,0.463,0.864,600.518,72323.29,4.67,2806,Centro-Oeste,,1,,12,14,,38.1
4306403.0,430640.0,DOIS IRMÃOS,2012,116.013071895425,46.4052287581699,102.287581699346,112.745098039216,107.18954248366,109.803921568627,104.248366013072,0.743,0.763,0.633,0.848,67.509,85952.76,464.49,30709,Metropolitana,,3,,85,218,63,98.6
4306429.0,430642.0,DOIS IRMÃOS DAS MISSÕES,2012,72.7272727272727,15.1515151515152,57.5757575757576,45.4545454545455,39.3939393939394,45.4545454545455,51.5151515151515,0.67,0.646,0.585,0.797,226.072,60170.61,9.24,2090,Norte,,1,,12,15,,54.1
4306452.0,430645.0,DOIS LAJEADOS,2012,147.619047619048,76.1904761904762,152.380952380952,123.809523809524,128.571428571429,114.285714285714,147.619047619048,0.757,0.775,0.67,0.837,133.535,53600.97,23.19,3097,Vales,,1,,,23,,53.5
4306502.0,430650.0,DOM FELICIANO,2012,78.0748663101604,28.3422459893048,86.096256684492,95.7219251336898,96.7914438502674,93.5828877005348,91.4438502673797,0.587,0.633,0.39,0.818,1355.195,32041.92,9.63,13051,Metropolitana,,4,,110,34,5,27.3
4306551.0,430655.0,DOM PEDRO DE ALCÂNTARA,2012,4.54545454545455,27.2727272727273,68.1818181818182,81.8181818181818,86.3636363636364,72.7272727272727,68.1818181818182,0.691,0.697,0.577,0.82,78.216,32652.54,32.75,2562,Metropolitana,,1,,4,9,,42.7
4306601.0,430660.0,DOM PEDRITO,2012,102.42825607064,46.1368653421634,93.598233995585,96.4679911699779,94.9227373068433,94.4812362030905,91.3907284768212,0.708,0.715,0.585,0.848,5194.051,61874.27,7.12,36981,Sul,,2,,207,220,51,91.0
4306700.0,430670.0,DONA FRANCISCA,2012,20.6896551724138,27.5862068965517,113.793103448276,134.48275862069,137.931034482759,127.586206896552,100.0,0.697,0.718,0.568,0.831,114.149,36445.62,26.97,3079,Centro-Oeste,,2,,7,9,,66.5
4306734.0,430673.0,DOUTOR MAURÍCIO CARDOSO,2012,58.974358974359,41.025641025641,74.3589743589744,69.2307692307692,100.0,107.692307692308,100.0,0.706,0.707,0.593,0.84,255.731,51066.23,17.48,4470,Missioneira,,2,,12,16,6,59.7
4306759.0,430675.0,DOUTOR RICARDO,2012,55.0,15.0,50.0,65.0,60.0,65.0,65.0,0.724,0.749,0.593,0.855,107.960,47512.64,17.49,1888,Vales,,1,,,10,,52.4
4306767.0,430676.0,ELDORADO DO SUL,2012,101.67714884696,37.9454926624738,72.5366876310272,102.0964360587,103.56394129979,101.46750524109,103.14465408805,0.717,0.717,0.609,0.844,509.632,66318.44,77.63,39559,Metropolitana,,2,,152,342,52,93.9
4306809.0,430680.0,ENCANTADO,2012,105.660377358491,25.9433962264151,86.7924528301887,93.8679245283019,92.4528301886792,92.9245283018868,82.0754716981132,0.767,0.764,0.687,0.858,140.006,61467.71,164.01,22962,Vales,,5,,70,124,44,89.4
4306908.0,430690.0,ENCRUZILHADA DO SUL,2012,81.7629179331307,31.306990881459,72.0364741641337,74.7720364741641,72.3404255319149,69.9088145896657,80.2431610942249,0.657,0.677,0.478,0.875,3347.861,49940.32,7.11,23819,Vales,,6,,144,135,32,74.0
4306924.0,430692.0,ENGENHO VELHO,2012,80.0,30.0,105.0,90.0,140.0,140.0,145.0,0.717,0.735,0.611,0.821,71.191,39157.58,18.20,1296,Norte,,1,,9,6,,44.9
4306932.0,430693.0,ENTRE-IJUÍS,2012,107.216494845361,24.7422680412371,94.8453608247423,96.9072164948454,80.4123711340206,94.8453608247423,84.5360824742268,0.68,0.692,0.548,0.829,553.915,52263.67,16.56,9158,Missioneira,,3,,45,40,16,61.1
4306957.0,430695.0,ENTRE RIOS DO SUL,2012,41.6666666666667,25.0,58.3333333333333,79.1666666666667,79.1666666666667,81.25,83.3333333333333,0.703,0.709,0.572,0.857,119.912,78104.77,22.39,2685,Norte,,1,,,7,,73.8
4306973.0,430697.0,EREBANGO,2012,80.4878048780488,34.1463414634146,78.0487804878049,85.3658536585366,92.6829268292683,95.1219512195122,97.5609756097561,0.712,0.689,0.626,0.837,152.793,49785.84,19.99,3054,Norte,,1,,10,16,3,65.1
4307005.0,430700.0,ERECHIM,2012,107.585004359198,25.4577157802964,96.9485614646905,107.759372275501,104.795117698344,103.400174367916,107.149084568439,0.776,0.782,0.716,0.833,429.164,80385.09,246.30,105705,Norte,,14,,269,733,292,96.4
4307054.0,430705.0,ERNESTINA,2012,65.8536585365854,31.7073170731707,65.8536585365854,85.3658536585366,75.609756097561,70.7317073170732,107.317073170732,0.716,0.703,0.612,0.854,238.558,53867.6,12.72,3034,Norte,,1,,,15,7,58.8
4307104.0,430710.0,HERVAL,2012,27.1844660194175,32.0388349514563,64.0776699029126,70.873786407767,79.6116504854369,73.7864077669903,73.7864077669903,0.687,0.73,0.527,0.843,1759.717,32205.23,3.52,6191,Sul,,3,,29,32,,70.0
4307203.0,430720.0,ERVAL GRANDE,2012,77.5862068965517,37.9310344827586,89.6551724137931,94.8275862068966,77.5862068965517,56.8965517241379,77.5862068965517,0.681,0.713,0.501,0.885,285.677,32793.44,17.26,4930,Norte,,2,,22,,,64.8
4307302.0,430730.0,ERVAL SECO,2012,107.5,25.0,66.25,88.75,86.25,78.75,77.5,0.685,0.666,0.589,0.821,357.181,44174.33,19.00,6787,Norte,,3,,27,44,9,51.5
4307401.0,430740.0,ESMERALDA,2012,162.5,87.5,195.833333333333,183.333333333333,170.833333333333,154.166666666667,166.666666666667,0.68,0.669,0.569,0.827,829.587,113859.47,3.85,3195,Serra,,1,,18,,,65.3
4307450.0,430745.0,ESPERANÇA DO SUL,2012,89.1891891891892,13.5135135135135,78.3783783783784,83.7837837837838,83.7837837837838,75.6756756756757,78.3783783783784,0.661,0.665,0.55,0.788,148.909,31415.37,21.66,3226,Norte,,2,,,18,,29.3
4307500.0,430750.0,ESPUMOSO,2012,82.9145728643216,27.6381909547739,62.8140703517588,75.8793969849246,68.8442211055276,72.3618090452261,85.427135678392,0.765,0.747,0.677,0.884,783.642,56780.98,19.36,15173,Norte,,1,,71,64,25,77.5
4307559.0,430755.0,ESTAÇÃO,2012,93.4426229508197,49.1803278688525,88.5245901639344,91.8032786885246,91.8032786885246,95.0819672131148,103.27868852459,0.753,0.752,0.674,0.843,99.757,71277.75,55.96,5582,Norte,,2,,15,21,10,87.0
4307609.0,430760.0,ESTÂNCIA VELHA,2012,103.564727954972,54.2213883677298,104.502814258912,113.133208255159,106.378986866792,104.127579737336,109.756097560976,0.757,0.749,0.652,0.887,51.779,48184.54,925.55,47924,Metropolitana,,8,,154,335,97,97.1
4307708.0,430770.0,ESTEIO,2012,83.9871897518014,44.275420336269,85.5084067253803,101.681345076061,93.5148118494796,91.4331465172138,100.480384307446,0.754,0.769,0.662,0.843,27.676,52518.32,2751.01,76137,Metropolitana,,3,,319,661,232,99.9
4307807.0,430780.0,ESTRELA,2012,122.289156626506,53.6144578313253,105.722891566265,115.66265060241,110.542168674699,108.734939759036,112.650602409639,0.767,0.776,0.684,0.85,185.032,73856.18,173.94,32183,Vales,,2,,110,192,86,85.7
4307815.0,430781.0,ESTRELA VELHA,2012,80.4878048780488,19.5121951219512,65.8536585365854,90.2439024390244,68.2926829268293,82.9268292682927,92.6829268292683,0.679,0.707,0.56,0.792,281.613,47325.31,10.90,3070,Vales,,1,,13,11,,43.5
4307831.0,430783.0,EUGÊNIO DE CASTRO,2012,80.0,40.0,104.0,80.0,68.0,76.0,76.0,0.712,0.697,0.584,0.885,417.821,85401.37,6.30,2633,Missioneira,,1,,6,10,,63.8
4307864.0,430786.0,FAGUNDES VARELA,2012,128.571428571429,42.8571428571429,150.0,121.428571428571,171.428571428571,150.0,114.285714285714,0.763,0.773,0.674,0.852,134.295,73986.01,19.11,2566,Serra,,1,,,7,,55.3
4307906.0,430790.0,FARROUPILHA,2012,120.649350649351,44.2857142857143,104.155844155844,106.623376623377,109.350649350649,99.6103896103896,102.727272727273,0.777,0.783,0.696,0.861,361.341,70577.65,194.51,70286,Serra,,7,,288,409,183,86.4
4308003.0,430800.0,FAXINAL DO SOTURNO,2012,53.125,37.5,95.3125,93.75,104.6875,93.75,100.0,0.72,0.732,0.597,0.854,169.514,44543.92,39.54,6702,Centro-Oeste,,1,,22,28,12,73.7
4308052.0,430805.0,FAXINALZINHO,2012,117.391304347826,39.1304347826087,60.8695652173913,69.5652173913043,60.8695652173913,73.9130434782609,86.9565217391304,0.666,0.646,0.571,0.801,143.321,45095.25,17.58,2520,Norte,,1,,11,10,,58.0
4308078.0,430807.0,FAZENDA VILANOVA,2012,100.0,48.9795918367347,102.040816326531,110.204081632653,118.367346938776,100.0,102.040816326531,0.698,0.726,0.557,0.841,84.794,33970.06,50.60,4291,Vales,,1,,25,34,,57.3
4308102.0,430810.0,FELIZ,2012,119.130434782609,53.0434782608696,105.217391304348,113.913043478261,120.0,119.130434782609,114.782608695652,0.75,0.758,0.658,0.847,94.659,49155.83,145.14,13764,Serra,,4,,50,62,26,79.4
4308201.0,430820.0,FLORES DA CUNHA,2012,117.105263157895,58.8815789473684,98.6842105263158,108.552631578947,113.815789473684,102.960526315789,112.171052631579,0.754,0.786,0.642,0.849,276.241,107998.43,111.83,30892,Serra,,3,,123,145,75,79.1
4308250.0,430825.0,FLORIANO PEIXOTO,2012,166.666666666667,33.3333333333333,177.777777777778,200.0,22.2222222222222,211.111111111111,122.222222222222,0.663,0.701,0.486,0.854,168.521,46406.68,9.90,1668,Norte,,1,,,3,,26.4
4308300.0,430830.0,FONTOURA XAVIER,2012,85.0877192982456,31.5789473684211,71.0526315789474,75.4385964912281,78.9473684210526,86.8421052631579,74.5614035087719,0.661,0.668,0.532,0.812,583.239,27276.97,16.37,9550,Norte,,4,,46,47,13,51.7
4308409.0,430840.0,FORMIGUEIRO,2012,55.8823529411765,50.0,86.7647058823529,100.0,94.1176470588235,97.0588235294118,105.882352941176,0.682,0.69,0.549,0.838,578.875,41044.14,11.08,6413,Centro-Oeste,,1,,18,32,,42.7
4308433.0,430843.0,FORQUETINHA,2012,108.333333333333,16.6666666666667,150.0,166.666666666667,141.666666666667,183.333333333333,175.0,0.683,0.743,0.484,0.886,93.278,26958.94,25.66,2393,Vales,,,,,,,30.7
4308458.0,430845.0,FORTALEZA DOS VALOS,2012,97.9591836734694,77.5510204081633,79.5918367346939,120.408163265306,102.040816326531,85.7142857142857,128.571428571429,0.756,0.779,0.663,0.837,650.512,73910.62,6.88,4477,Missioneira,,2,,,28,6,72.7
4308508.0,430850.0,FREDERICO WESTPHALEN,2012,107.741935483871,45.4838709677419,89.0322580645161,102.58064516129,100.322580645161,105.806451612903,101.290322580645,0.76,0.754,0.688,0.846,264.876,54934.13,123.04,32627,Norte,,5,,71,161,98,83.6
4308607.0,430860.0,GARIBALDI,2012,87.4608150470219,43.8871473354232,92.7899686520376,94.9843260188088,97.4921630094044,91.8495297805643,89.6551724137931,0.786,0.825,0.688,0.856,168.492,103842.78,203.78,34335,Serra,,,,50,183,84,90.0
4308656.0,430865.0,GARRUCHOS,2012,51.4285714285714,31.4285714285714,71.4285714285714,77.1428571428571,65.7142857142857,85.7142857142857,85.7142857142857,0.671,0.657,0.553,0.833,803.970,50126.26,3.34,2688,Missioneira,,1,,7,22,,34.2
4308706.0,430870.0,GAURAMA,2012,110.0,22.5,107.5,87.5,107.5,102.5,87.5,0.738,0.733,0.643,0.852,204.428,61609.13,27.71,5665,Norte,,2,,15,26,10,66.4
4308805.0,430880.0,GENERAL CÂMARA,2012,96.2025316455696,43.0379746835443,96.2025316455696,121.518987341772,89.873417721519,129.113924050633,92.4050632911392,0.686,0.704,0.552,0.832,510.010,30748.5,14.93,7612,Metropolitana,,1,,17,36,17,58.7
4308854.0,430885.0,GENTIL,2012,93.3333333333333,13.3333333333333,100.0,100.0,100.0,106.666666666667,93.3333333333333,0.733,0.71,0.643,0.863,184.715,87302.71,9.44,1744,Norte,,1,,,,,55.0
4308904.0,430890.0,GETÚLIO VARGAS,2012,142.857142857143,54.1353383458647,140.601503759398,142.105263157895,139.097744360902,140.601503759398,147.368421052632,0.746,0.747,0.658,0.843,287.466,53003.28,57.75,16602,Norte,,5,,52,100,37,89.1
4309001.0,430900.0,GIRUÁ,2012,105.882352941176,34.8039215686275,98.5294117647059,96.5686274509804,84.3137254901961,77.9411764705882,83.8235294117647,0.721,0.707,0.629,0.842,855.560,63540.12,18.68,16013,Missioneira,,4,,59,117,37,80.9
4309050.0,430905.0,GLORINHA,2012,60.8695652173913,84.0579710144928,152.173913043478,149.275362318841,160.869565217391,156.521739130435,171.014492753623,0.714,0.716,0.593,0.859,323.955,77744.69,23.64,7658,Metropolitana,,,,22,42,,54.6
4309100.0,430910.0,GRAMADO,2012,126.168224299065,52.3364485981308,100.233644859813,92.0560747663551,101.869158878505,99.0654205607477,101.401869158879,0.764,0.783,0.662,0.861,239.341,88848.11,167.69,40134,Serra,,1,,168,219,95,86.4
4309126.0,430912.0,GRAMADO DOS LOUREIROS,2012,124.0,16.0,72.0,96.0,96.0,92.0,88.0,0.685,0.662,0.584,0.832,131.396,43490.18,15.33,2014,Norte,,1,,14,10,,30.8
4309159.0,430915.0,GRAMADO XAVIER,2012,62.2950819672131,1.63934426229508,36.0655737704918,50.8196721311475,54.0983606557377,52.4590163934426,49.1803278688525,0.634,0.681,0.473,0.792,216.790,37603.56,15.19,3304,Vales,,1,,24,12,,15.4
4309209.0,430920.0,GRAVATAÍ,2012,97.423887587822,26.1416861826698,80.7084309133489,97.3653395784543,88.1440281030445,84.748243559719,83.6943793911007,0.736,0.727,0.636,0.862,468.288,58646.11,566.05,265074,Metropolitana,,19,,877,2093,569,96.1
4309258.0,430925.0,GUABIJU,2012,42.8571428571429,28.5714285714286,128.571428571429,142.857142857143,128.571428571429,128.571428571429,142.857142857143,0.758,0.831,0.612,0.857,146.925,75994.12,9.64,1417,Serra,,1,,,,,52.5
4309308.0,430930.0,GUAÍBA,2012,110.761589403974,51.8211920529801,92.7980132450331,109.933774834437,106.870860927152,102.235099337748,108.85761589404,0.73,0.732,0.639,0.833,377.664,96872.55,247.03,92924,Metropolitana,,,,283,880,210,97.5
4309407.0,430940.0,GUAPORÉ,2012,129.694323144105,32.3144104803493,112.227074235808,117.467248908297,110.917030567686,108.296943231441,108.296943231441,0.765,0.781,0.685,0.837,297.545,50045,84.92,25268,Serra,,4,,48,171,62,91.5
4309506.0,430950.0,GUARANI DAS MISSÕES,2012,148.484848484848,62.1212121212121,131.818181818182,142.424242424242,128.787878787879,148.484848484848,133.333333333333,0.737,0.698,0.665,0.863,289.516,39884.41,25.51,7415,Missioneira,,2,,,45,16,66.1
4309555.0,430955.0,HARMONIA,2012,154.054054054054,59.4594594594595,156.756756756757,116.216216216216,121.621621621622,124.324324324324,118.918918918919,0.749,0.748,0.668,0.841,48.540,57073.42,110.76,5378,Metropolitana,,,,,23,,68.6
4309571.0,430957.0,HERVEIRAS,2012,74.3589743589744,33.3333333333333,97.4358974358974,92.3076923076923,94.8717948717949,94.8717948717949,92.3076923076923,0.616,0.67,0.441,0.792,117.981,34492.77,21.69,2565,Vales,,1,,19,,,22.0
4309605.0,430960.0,HORIZONTINA,2012,57.847533632287,38.1165919282511,85.2017937219731,86.9955156950673,86.9955156950673,82.9596412556054,81.6143497757848,0.783,0.782,0.716,0.858,229.694,96973.64,82.07,18851,Missioneira,,5,,46,72,67,84.9
4309654.0,430965.0,HULHA NEGRA,2012,0.0,34.3434343434343,53.5353535353535,67.6767676767677,77.7777777777778,62.6262626262626,58.5858585858586,0.643,0.653,0.512,0.796,822.608,38296.52,7.26,5976,Sul,,2,,18,48,4,42.8
4309704.0,430970.0,HUMAITÁ,2012,98.1481481481482,22.2222222222222,98.1481481481482,111.111111111111,88.8888888888889,88.8888888888889,96.2962962962963,0.738,0.732,0.657,0.837,135.010,46575.76,34.67,4681,Missioneira,,2,,9,31,12,63.2
4309753.0,430975.0,IBARAMA,2012,77.5862068965517,43.1034482758621,86.2068965517241,84.4827586206897,94.8275862068966,98.2758620689655,100.0,0.652,0.686,0.511,0.792,195.426,28260.69,19.10,3732,Vales,,2,,19,17,2,32.5
4309803.0,430980.0,IBIAÇÁ,2012,90.625,50.0,87.5,100.0,106.25,96.875,165.625,0.739,0.766,0.593,0.888,348.778,65995.28,12.98,4527,Norte,,1,,,17,5,69.6
4309902.0,430990.0,IBIRAIARAS,2012,255.172413793103,124.137931034483,220.689655172414,217.241379310345,231.034482758621,206.896551724138,237.931034482759,0.724,0.739,0.615,0.835,280.816,56109.7,23.19,6776,Norte,,2,,28,20,10,56.5
4309951.0,430995.0,IBIRAPUITÃ,2012,127.777777777778,75.0,138.888888888889,155.555555555556,138.888888888889,113.888888888889,161.111111111111,0.638,0.678,0.463,0.828,307.164,50524.24,12.12,3723,Norte,,2,,14,22,,68.6
4310009.0,431000.0,IBIRUBÁ,2012,90.3508771929825,18.859649122807,87.719298245614,89.4736842105263,90.3508771929825,91.2280701754386,88.5964912280702,0.765,0.786,0.671,0.848,607.185,79138.28,35.55,21583,Missioneira,,3,,26,150,73,83.3
4310108.0,431010.0,IGREJINHA,2012,100.700934579439,33.411214953271,83.411214953271,93.9252336448598,87.6168224299065,81.7757009345794,83.6448598130841,0.721,0.749,0.571,0.876,138.116,79713.31,237.22,32808,Metropolitana,,5,,188,212,75,93.7
4310207.0,431020.0,IJUÍ,2012,111.965811965812,26.3888888888889,95.4059829059829,105.128205128205,96.6880341880342,95.6196581196581,97.3290598290598,0.781,0.786,0.707,0.858,688.982,72012.79,123.05,84780,Missioneira,,15,,251,563,245,91.4
4310306.0,431030.0,ILÓPOLIS,2012,95.3488372093023,16.2790697674419,69.7674418604651,86.046511627907,102.325581395349,88.3720930232558,86.046511627907,0.73,0.756,0.595,0.866,123.602,39668.12,33.63,4157,Vales,,2,,10,28,6,56.1
