ANO,BCG,PENTA,ROTA,MENINGOC,PNEUMO,POLIO,HEPB,IDHM,IDHM Renda,IDHM Educação,IDHM Longevidade,AREA_TERRITORIAL,PIB_PERCAPTA,DENSIDADE_DEMOGRAFICA,POPULACAO,POSTOS,mae_escolaridade_ens_medio,pop_urb(%),MACRORREGIAO_INT,PARTIDO PREFEITOS_INT
2020.0,65.69850288600288,74.6815286624204,62.5,65.0,65.15151533333334,63.3333333333333,74.6913580246914,0.687,0.7,0.576,0.822,144.181,36271.065,19.46,4704.0,98.0,34.0,42.9,1.0,2.0
2021.0,2.63157894736842,100.0,117.6653439153439,110.480549199085,121.38558201058203,85.2941176470588,87.06016311118384,0.687,0.7,0.576,0.822,144.181,36271.065,19.46,4704.0,98.0,34.0,42.9,1.0,2.0
2022.0,25.972222722222217,126.9759485926655,84.83330327080324,87.1754878072813,87.8787878787879,96.50389086358356,100.0,0.687,0.7,0.576,0.822,144.181,36271.065,19.46,4704.0,98.0,34.0,42.9,1.0,2.0
2023.0,104.98348072307598,87.0967741935484,84.83330327080324,76.271186440678,87.8787878787879,96.50389086358356,87.06016311118384,0.687,0.7,0.576,0.822,144.181,36271.065,19.46,4704.0,98.0,34.0,42.9,1.0,2.0
2024.0,85.50685425685425,113.513513513514,84.83330327080324,87.1754878072813,76.1904761904762,118.518518518519,113.4063143817545,0.687,0.7,0.576,0.822,144.181,36271.065,19.46,4704.0,98.0,34.0,42.9,1.0,2.0
2020.0,55.9503105590062,126.9759485926655,106.52777786111112,110.480549199085,110.44448509237219,107.70655270655271,126.923076923077,0.697,0.717,0.563,0.834,144.181,36271.065,19.46,4704.0,98.0,34.0,64.75,5.0,2.0
2021.0,2.63157894736842,22.916666833333323,50.26348435761521,53.6144578313253,52.77777802777778,53.125,61.77257512796453,0.697,0.717,0.563,0.834,144.181,36271.065,19.46,4704.0,98.0,34.0,64.75,5.0,2.0
2022.0,75.70932556349206,48.95833354166667,62.5,65.0,65.15151533333334,63.3333333333333,61.77257512796453,0.697,0.717,0.563,0.834,144.181,36271.065,19.46,4704.0,98.0,34.0,64.75,5.0,2.0
2023.0,85.50685425685425,100.0,84.83330327080324,99.00087270830306,76.1904761904762,96.50389086358356,100.0,0.697,0.717,0.563,0.834,144.181,36271.065,19.46,4704.0,98.0,34.0,64.75,5.0,2.0
2024.0,135.64380064380063,100.0,84.83330327080324,99.00087270830306,98.8532110091743,96.50389086358356,100.0,0.697,0.717,0.563,0.834,144.181,36271.065,19.46,4704.0,98.0,34.0,64.75,5.0,2.0
2020.0,104.98348072307598,166.666666666667,206.1069023569024,180.8234127400794,216.0195707070709,141.74107151190475,166.666666666667,0.706,0.7084999999999999,0.591,0.839,144.181,45625.31,19.46,4704.0,98.0,34.0,60.75,2.0,7.0
2021.0,75.70932556349206,113.513513513514,84.83330327080324,87.1754878072813,87.8787878787879,96.50389086358356,100.0,0.706,0.7084999999999999,0.591,0.839,144.181,45625.31,19.46,4704.0,98.0,34.0,60.75,2.0,7.0
2022.0,75.70932556349206,100.0,117.6653439153439,99.00087270830306,110.44448509237219,118.518518518519,126.923076923077,0.706,0.7084999999999999,0.591,0.839,144.181,45625.31,19.46,4704.0,98.0,34.0,60.75,2.0,7.0
2023.0,95.83333345833333,126.9759485926655,117.6653439153439,87.1754878072813,98.8532110091743,131.21597458391912,126.923076923077,0.706,0.7084999999999999,0.591,0.839,144.181,45625.31,19.46,4704.0,98.0,34.0,60.75,2.0,7.0
2024.0,95.83333345833333,140.0,172.91666670833334,156.38888897222222,179.2857142857145,141.74107151190475,140.0,0.706,0.7084999999999999,0.591,0.839,144.181,45625.31,19.46,4704.0,98.0,34.0,60.75,2.0,7.0
2020.0,2.63157894736842,126.9759485926655,106.52777786111112,110.480549199085,110.44448509237219,107.70655270655271,126.923076923077,0.7244999999999999,0.751,0.591,0.855,144.181,45625.31,19.46,4704.0,98.0,34.0,54.1,3.0,2.0
2021.0,55.9503105590062,113.513513513514,84.83330327080324,87.1754878072813,87.8787878787879,85.2941176470588,87.06016311118384,0.7244999999999999,0.751,0.591,0.855,144.181,45625.31,19.46,4704.0,98.0,34.0,54.1,3.0,2.0
2022.0,85.50685425685425,74.6815286624204,95.51910361977174,87.1754878072813,98.8532110091743,85.2941176470588,87.06016311118384,0.7244999999999999,0.751,0.591,0.855,144.181,45625.31,19.46,4704.0,98.0,34.0,54.1,3.0,2.0
2023.0,55.9503105590062,87.0967741935484,95.51910361977174,110.480549199085,98.8532110091743,96.50389086358356,87.06016311118384,0.7244999999999999,0.751,0.591,0.855,144.181,45625.31,19.46,4704.0,98.0,34.0,54.1,3.0,2.0
2024.0,95.83333345833333,100.0,95.51910361977174,99.00087270830306,98.8532110091743,96.50389086358356,100.0,0.7244999999999999,0.751,0.591,0.855,144.181,45625.31,19.46,4704.0,98.0,34.0,54.1,3.0,2.0
2020.0,95.83333345833333,87.0967741935484,84.83330327080324,65.0,87.8787878787879,96.50389086358356,87.06016311118384,0.715,0.717,0.606,0.843,405.034,68227.53,19.46,4704.0,98.0,428.5,94.4,1.0,4.0
2021.0,85.50685425685425,100.0,19.848485193181816,16.66666725,20.000000416666666,19.3548387096774,22.916666833333323,0.715,0.717,0.606,0.843,405.034,68227.53,19.46,4704.0,98.0,428.5,94.4,1.0,4.0
2022.0,75.70932556349206,74.6815286624204,50.26348435761521,53.6144578313253,52.77777802777778,53.125,49.355158896825394,0.715,0.717,0.606,0.843,405.034,68227.53,19.46,4704.0,98.0,428.5,94.4,1.0,4.0
2023.0,95.83333345833333,74.6815286624204,95.51910361977174,99.00087270830306,98.8532110091743,63.3333333333333,74.6913580246914,0.715,0.717,0.606,0.843,405.034,68227.53,19.46,4704.0,98.0,428.5,94.4,1.0,4.0
2024.0,95.83333345833333,74.6815286624204,106.52777786111112,87.1754878072813,98.8532110091743,96.50389086358356,74.6913580246914,0.715,0.717,0.606,0.843,405.034,68227.53,19.46,4704.0,98.0,34.0,94.4,1.0,4.0
2020.0,135.64380064380063,100.0,95.51910361977174,87.1754878072813,98.8532110091743,107.70655270655271,100.0,0.763,0.761,0.6895,0.86,144.181,56792.915,145.6,4704.0,98.0,34.0,90.5,3.0,11.0
2021.0,65.69850288600288,74.6815286624204,106.52777786111112,110.480549199085,110.44448509237219,107.70655270655271,113.4063143817545,0.763,0.761,0.6895,0.86,144.181,56792.915,145.6,4704.0,98.0,34.0,90.5,3.0,11.0
2022.0,85.50685425685425,87.0967741935484,84.83330327080324,99.00087270830306,87.8787878787879,96.50389086358356,100.0,0.763,0.761,0.6895,0.86,144.181,56792.915,145.6,4704.0,98.0,34.0,90.5,3.0,11.0
2023.0,135.64380064380063,74.6815286624204,106.52777786111112,76.271186440678,98.8532110091743,74.2857142857143,74.6913580246914,0.763,0.761,0.6895,0.86,144.181,56792.915,145.6,4704.0,98.0,34.0,90.5,3.0,11.0
2024.0,75.70932556349206,113.513513513514,106.52777786111112,99.00087270830306,110.44448509237219,107.70655270655271,113.4063143817545,0.763,0.761,0.6895,0.86,144.181,56792.915,145.6,4704.0,98.0,34.0,90.5,3.0,11.0
2020.0,75.70932556349206,100.0,106.52777786111112,110.480549199085,110.44448509237219,96.50389086358356,100.0,0.66,0.674,0.4765,0.8755,3347.861,45625.31,19.46,4704.0,98.0,34.0,72.8,3.0,2.0
2021.0,95.83333345833333,74.6815286624204,140.824915824916,110.480549199085,132.142857142857,118.518518518519,113.4063143817545,0.66,0.674,0.4765,0.8755,3347.861,45625.31,19.46,4704.0,98.0,34.0,72.8,3.0,2.0
2022.0,135.64380064380063,100.0,95.51910361977174,87.1754878072813,87.8787878787879,74.2857142857143,74.6913580246914,0.66,0.674,0.4765,0.8755,3347.861,45625.31,19.46,4704.0,98.0,34.0,72.8,3.0,2.0
2023.0,65.69850288600288,113.513513513514,106.52777786111112,110.480549199085,110.44448509237219,118.518518518519,113.4063143817545,0.66,0.674,0.4765,0.8755,3347.861,45625.31,19.46,4704.0,98.0,34.0,72.8,3.0,2.0
2024.0,95.83333345833333,87.0967741935484,106.52777786111112,99.00087270830306,121.38558201058203,85.2941176470588,87.06016311118384,0.66,0.674,0.4765,0.8755,3347.861,45625.31,19.46,4704.0,98.0,34.0,72.8,3.0,2.0
2020.0,104.98348072307598,74.6815286624204,84.83330327080324,87.1754878072813,87.8787878787879,85.2941176470588,74.6913580246914,0.715,0.734,0.606,0.822,144.181,36271.065,19.46,4704.0,98.0,34.0,46.7,0.0,13.0
2021.0,75.70932556349206,74.6815286624204,95.51910361977174,99.00087270830306,98.8532110091743,96.50389086358356,100.0,0.715,0.734,0.606,0.822,144.181,36271.065,19.46,4704.0,98.0,34.0,46.7,0.0,13.0
2022.0,75.70932556349206,61.9047619047619,73.6418511066398,87.1754878072813,87.8787878787879,85.2941176470588,74.6913580246914,0.715,0.734,0.606,0.822,144.181,36271.065,19.46,4704.0,98.0,34.0,46.7,0.0,13.0
2023.0,104.98348072307598,87.0967741935484,84.83330327080324,76.271186440678,87.8787878787879,85.2941176470588,87.06016311118384,0.715,0.734,0.606,0.822,144.181,36271.065,19.46,4704.0,98.0,34.0,46.7,0.0,13.0
2024.0,95.83333345833333,100.0,95.51910361977174,99.00087270830306,98.8532110091743,85.2941176470588,100.0,0.715,0.734,0.606,0.822,144.181,36271.065,19.46,4704.0,98.0,34.0,46.7,0.0,13.0
2020.0,95.83333345833333,100.0,95.51910361977174,87.1754878072813,87.8787878787879,96.50389086358356,100.0,0.706,0.7084999999999999,0.576,0.855,144.181,78182.4,19.46,4704.0,98.0,34.0,72.8,0.0,2.0
2021.0,75.70932556349206,100.0,73.6418511066398,87.1754878072813,76.1904761904762,74.2857142857143,74.6913580246914,0.706,0.7084999999999999,0.576,0.855,144.181,78182.4,19.46,4704.0,98.0,34.0,72.8,0.0,2.0
2022.0,85.50685425685425,61.9047619047619,117.6653439153439,110.480549199085,121.38558201058203,107.70655270655271,100.0,0.706,0.7084999999999999,0.576,0.855,144.181,78182.4,19.46,4704.0,98.0,34.0,72.8,0.0,2.0
2023.0,85.50685425685425,113.513513513514,106.52777786111112,110.480549199085,110.44448509237219,107.70655270655271,113.4063143817545,0.706,0.7084999999999999,0.576,0.855,144.181,78182.4,19.46,4704.0,98.0,34.0,72.8,0.0,2.0
2024.0,25.972222722222217,100.0,95.51910361977174,99.00087270830306,98.8532110091743,96.50389086358356,100.0,0.706,0.7084999999999999,0.576,0.855,144.181,78182.4,19.46,4704.0,98.0,34.0,72.8,0.0,2.0
2020.0,85.50685425685425,100.0,106.52777786111112,133.5763890138889,132.142857142857,118.518518518519,100.0,0.678,0.692,0.548,0.828,405.034,56792.915,19.46,4704.0,98.0,34.0,60.75,2.0,2.0
2021.0,15.3846153846154,33.12500033333333,62.5,76.271186440678,76.1904761904762,74.2857142857143,74.6913580246914,0.678,0.692,0.548,0.828,405.034,56792.915,19.46,4704.0,98.0,34.0,60.75,2.0,2.0
2022.0,55.9503105590062,61.9047619047619,84.83330327080324,87.1754878072813,87.8787878787879,85.2941176470588,87.06016311118384,0.678,0.692,0.548,0.828,405.034,56792.915,19.46,4704.0,98.0,34.0,60.75,2.0,2.0
2023.0,104.98348072307598,100.0,95.51910361977174,99.00087270830306,98.8532110091743,96.50389086358356,100.0,0.678,0.692,0.548,0.828,405.034,56792.915,19.46,4704.0,98.0,34.0,60.75,2.0,2.0
2024.0,95.83333345833333,100.0,95.51910361977174,99.00087270830306,98.8532110091743,96.50389086358356,100.0,0.678,0.692,0.548,0.828,405.034,56792.915,19.46,4704.0,98.0,34.0,60.75,2.0,2.0
2020.0,25.972222722222217,166.666666666667,140.824915824916,133.5763890138889,144.54365083531744,141.74107151190475,166.666666666667,0.715,0.692,0.62,0.839,144.181,45625.31,19.46,4704.0,98.0,34.0,64.75,0.0,2.0
2021.0,75.70932556349206,113.513513513514,73.6418511066398,65.0,65.15151533333334,74.2857142857143,74.6913580246914,0.715,0.692,0.62,0.839,144.181,45625.31,19.46,4704.0,98.0,34.0,64.75,0.0,2.0
2022.0,95.83333345833333,74.6815286624204,62.5,65.0,65.15151533333334,63.3333333333333,61.77257512796453,0.715,0.692,0.62,0.839,144.181,45625.31,19.46,4704.0,98.0,34.0,64.75,0.0,2.0
2023.0,95.83333345833333,74.6815286624204,62.5,110.480549199085,65.15151533333334,85.2941176470588,74.6913580246914,0.715,0.692,0.62,0.839,144.181,45625.31,19.46,4704.0,98.0,34.0,64.75,0.0,2.0
2024.0,95.83333345833333,22.916666833333323,8.333333875,6.666666666666666e-07,7.91666725,19.3548387096774,22.916666833333323,0.715,0.692,0.62,0.839,144.181,45625.31,19.46,4704.0,98.0,34.0,64.75,0.0,2.0
2020.0,65.69850288600288,74.6815286624204,73.6418511066398,53.6144578313253,76.1904761904762,63.3333333333333,74.6913580246914,0.772,0.785,0.719,0.834,405.034,78182.4,243.59,111457.5,33.0,651.0,97.9,0.0,2.0
2021.0,2.63157894736842,87.0967741935484,39.9399399399399,31.6455696202532,41.66666704166666,30.000000149999998,32.91666683333333,0.772,0.785,0.719,0.834,405.034,78182.4,243.59,111457.5,33.0,651.0,97.9,0.0,2.0
2022.0,2.63157894736842,87.0967741935484,62.5,65.0,65.15151533333334,63.3333333333333,61.77257512796453,0.772,0.785,0.719,0.834,405.034,78182.4,243.59,111457.5,33.0,651.0,97.9,0.0,2.0
2023.0,75.70932556349206,100.0,106.52777786111112,122.08333358333336,110.44448509237219,107.70655270655271,100.0,0.772,0.785,0.719,0.834,405.034,78182.4,243.59,111457.5,55.0,651.0,97.9,0.0,2.0
2024.0,135.64380064380063,100.0,106.52777786111112,99.00087270830306,110.44448509237219,85.2941176470588,100.0,0.772,0.785,0.719,0.834,405.034,78182.4,243.59,111457.5,55.0,651.0,97.9,0.0,2.0
2020.0,85.50685425685425,140.0,84.83330327080324,99.00087270830306,87.8787878787879,96.50389086358356,140.0,0.715,0.7,0.606,0.855,144.181,56792.915,19.46,4704.0,98.0,34.0,57.45,0.0,7.0
2021.0,75.70932556349206,100.0,95.51910361977174,99.00087270830306,87.8787878787879,107.70655270655271,100.0,0.715,0.7,0.606,0.855,144.181,56792.915,19.46,4704.0,98.0,34.0,57.45,0.0,7.0
2022.0,95.83333345833333,74.6815286624204,84.83330327080324,76.271186440678,76.1904761904762,63.3333333333333,61.77257512796453,0.715,0.7,0.606,0.855,144.181,56792.915,19.46,4704.0,98.0,34.0,57.45,0.0,7.0
2023.0,145.2422175777439,48.95833354166667,62.5,53.6144578313253,65.15151533333334,53.125,49.355158896825394,0.715,0.7,0.606,0.855,144.181,56792.915,19.46,4704.0,98.0,34.0,57.45,0.0,7.0
2024.0,85.50685425685425,87.0967741935484,95.51910361977174,110.480549199085,98.8532110091743,74.2857142857143,87.06016311118384,0.715,0.7,0.606,0.855,144.181,56792.915,19.46,4704.0,98.0,34.0,57.45,0.0,7.0
2020.0,85.50685425685425,87.0967741935484,73.6418511066398,76.271186440678,76.1904761904762,74.2857142857143,87.06016311118384,0.678,0.717,0.505,0.886,144.181,36271.065,19.46,4704.0,98.0,34.0,64.75,0.0,15.0
2021.0,85.50685425685425,87.0967741935484,84.83330327080324,87.1754878072813,87.8787878787879,85.2941176470588,87.06016311118384,0.678,0.717,0.505,0.886,144.181,36271.065,19.46,4704.0,98.0,34.0,64.75,0.0,15.0
2022.0,104.98348072307598,113.513513513514,84.83330327080324,87.1754878072813,87.8787878787879,85.2941176470588,87.06016311118384,0.678,0.717,0.505,0.886,144.181,36271.065,19.46,4704.0,98.0,34.0,64.75,0.0,15.0
2023.0,114.53373015873015,74.6815286624204,73.6418511066398,87.1754878072813,76.1904761904762,74.2857142857143,74.6913580246914,0.678,0.717,0.505,0.886,144.181,36271.065,19.46,4704.0,98.0,34.0,64.75,0.0,15.0
2024.0,85.50685425685425,100.0,95.51910361977174,99.00087270830306,98.8532110091743,96.50389086358356,100.0,0.678,0.717,0.505,0.886,144.181,36271.065,19.46,4704.0,98.0,34.0,64.75,0.0,15.0
2020.0,25.972222722222217,74.6815286624204,95.51910361977174,87.1754878072813,87.8787878787879,74.2857142857143,74.6913580246914,0.687,0.666,0.591,0.822,405.034,45625.31,19.46,4704.0,98.0,34.0,50.3,0.0,11.0
2021.0,104.98348072307598,87.0967741935484,106.52777786111112,122.08333358333336,121.38558201058203,96.50389086358356,100.0,0.687,0.666,0.591,0.822,405.034,45625.31,19.46,4704.0,98.0,34.0,50.3,0.0,11.0
2022.0,104.98348072307598,113.513513513514,84.83330327080324,65.0,87.8787878787879,74.2857142857143,74.6913580246914,0.687,0.666,0.591,0.822,405.034,45625.31,19.46,4704.0,98.0,34.0,50.3,0.0,11.0
2023.0,114.53373015873015,113.513513513514,117.6653439153439,133.5763890138889,121.38558201058203,107.70655270655271,113.4063143817545,0.687,0.666,0.591,0.822,405.034,45625.31,19.46,4704.0,98.0,34.0,50.3,0.0,11.0
2024.0,125.0,113.513513513514,106.52777786111112,87.1754878072813,110.44448509237219,107.70655270655271,113.4063143817545,0.687,0.666,0.591,0.822,405.034,45625.31,19.46,4704.0,98.0,34.0,50.3,0.0,11.0
2020.0,85.50685425685425,33.12500033333333,8.333333875,31.6455696202532,20.000000416666666,30.000000149999998,32.91666683333333,0.678,0.666,0.563,0.828,676.805,110772.2,19.46,4704.0,98.0,34.0,64.75,4.0,7.0
2021.0,25.972222722222217,33.12500033333333,95.51910361977174,99.00087270830306,98.8532110091743,96.50389086358356,100.0,0.678,0.666,0.563,0.828,676.805,110772.2,19.46,4704.0,98.0,34.0,64.75,4.0,7.0
2022.0,75.70932556349206,126.9759485926655,73.6418511066398,76.271186440678,76.1904761904762,85.2941176470588,87.06016311118384,0.678,0.666,0.563,0.828,676.805,110772.2,19.46,4704.0,98.0,34.0,64.75,4.0,7.0
2023.0,114.53373015873015,87.0967741935484,95.51910361977174,87.1754878072813,110.44448509237219,85.2941176470588,87.06016311118384,0.678,0.666,0.563,0.828,676.805,110772.2,19.46,4704.0,98.0,34.0,64.75,4.0,7.0
2024.0,114.53373015873015,154.36868691035355,106.52777786111112,133.5763890138889,98.8532110091743,154.78670634920644,154.72222230555556,0.678,0.666,0.563,0.828,676.805,110772.2,19.46,4704.0,98.0,34.0,64.75,4.0,7.0
2020.0,104.98348072307598,126.9759485926655,95.51910361977174,99.00087270830306,110.44448509237219,107.70655270655271,126.923076923077,0.66,0.666,0.548,0.792,144.181,36271.065,19.46,4704.0,98.0,34.0,27.3,0.0,2.0
2021.0,125.0,113.513513513514,84.83330327080324,87.1754878072813,87.8787878787879,85.2941176470588,87.06016311118384,0.66,0.666,0.548,0.792,144.181,36271.065,19.46,4704.0,98.0,34.0,27.3,0.0,2.0
2022.0,95.83333345833333,74.6815286624204,106.52777786111112,99.00087270830306,110.44448509237219,107.70655270655271,113.4063143817545,0.66,0.666,0.548,0.792,144.181,36271.065,19.46,4704.0,98.0,34.0,27.3,0.0,2.0
2023.0,104.98348072307598,113.513513513514,117.6653439153439,122.08333358333336,121.38558201058203,107.70655270655271,113.4063143817545,0.66,0.666,0.548,0.792,144.181,36271.065,19.46,4704.0,98.0,34.0,27.3,0.0,2.0
2024.0,104.98348072307598,126.9759485926655,129.16666675,156.38888897222222,132.142857142857,131.21597458391912,126.923076923077,0.66,0.666,0.548,0.792,144.181,36271.065,19.46,4704.0,98.0,34.0,27.3,0.0,2.0
2020.0,104.98348072307598,100.0,106.52777786111112,99.00087270830306,110.44448509237219,96.50389086358356,100.0,0.763,0.751,0.676,0.881,676.805,56792.915,19.46,4704.0,98.0,34.0,75.7,0.0,4.0
2021.0,85.50685425685425,74.6815286624204,95.51910361977174,99.00087270830306,98.8532110091743,85.2941176470588,87.06016311118384,0.763,0.751,0.676,0.881,676.805,56792.915,19.46,4704.0,98.0,34.0,75.7,0.0,4.0
2022.0,114.53373015873015,87.0967741935484,95.51910361977174,87.1754878072813,98.8532110091743,107.70655270655271,113.4063143817545,0.763,0.751,0.676,0.881,676.805,56792.915,19.46,4704.0,98.0,34.0,75.7,0.0,4.0
2023.0,104.98348072307598,126.9759485926655,129.16666675,145.45454554545452,132.142857142857,118.518518518519,126.923076923077,0.763,0.751,0.676,0.881,676.805,56792.915,19.46,4704.0,98.0,34.0,75.7,0.0,4.0
2024.0,95.83333345833333,113.513513513514,106.52777786111112,122.08333358333336,121.38558201058203,107.70655270655271,113.4063143817545,0.763,0.751,0.676,0.881,676.805,56792.915,19.46,4704.0,98.0,34.0,75.7,0.0,4.0
2020.0,104.98348072307598,100.0,95.51910361977174,110.480549199085,110.44448509237219,96.50389086358356,100.0,0.753,0.751,0.676,0.843,144.181,68227.53,19.46,4704.0,98.0,34.0,86.6,0.0,11.0
2021.0,65.69850288600288,87.0967741935484,28.1105856250365,41.666667,41.66666704166666,41.277890466531446,32.91666683333333,0.753,0.751,0.676,0.843,144.181,68227.53,19.46,4704.0,98.0,34.0,86.6,0.0,11.0
2022.0,75.70932556349206,74.6815286624204,129.16666675,110.480549199085,110.44448509237219,118.518518518519,126.923076923077,0.753,0.751,0.676,0.843,144.181,68227.53,19.46,4704.0,98.0,34.0,86.6,0.0,11.0
2023.0,95.83333345833333,113.513513513514,73.6418511066398,99.00087270830306,98.8532110091743,107.70655270655271,113.4063143817545,0.753,0.751,0.676,0.843,144.181,68227.53,19.46,4704.0,98.0,34.0,86.6,0.0,11.0
2024.0,145.2422175777439,126.9759485926655,150.6881313131313,122.08333358333336,144.54365083531744,118.518518518519,126.923076923077,0.753,0.751,0.676,0.843,144.181,68227.53,19.46,4704.0,98.0,34.0,86.6,0.0,11.0
2020.0,75.70932556349206,113.513513513514,95.51910361977174,99.00087270830306,98.8532110091743,96.50389086358356,113.4063143817545,0.753,0.767,0.662,0.843,144.181,56792.915,2751.01,62543.0,33.0,651.0,97.9,1.0,7.0
2021.0,75.70932556349206,74.6815286624204,84.83330327080324,87.1754878072813,87.8787878787879,85.2941176470588,74.6913580246914,0.753,0.767,0.662,0.843,144.181,56792.915,2751.01,62543.0,33.0,651.0,97.9,1.0,7.0
2022.0,65.69850288600288,61.9047619047619,95.51910361977174,87.1754878072813,87.8787878787879,85.2941176470588,87.06016311118384,0.753,0.767,0.662,0.843,144.181,56792.915,2751.01,62543.0,33.0,651.0,97.9,1.0,7.0
2023.0,155.102040816327,87.0967741935484,84.83330327080324,99.00087270830306,87.8787878787879,85.2941176470588,87.06016311118384,0.753,0.767,0.662,0.843,144.181,56792.915,2751.01,62543.0,33.0,651.0,97.9,1.0,7.0
2024.0,104.98348072307598,100.0,95.51910361977174,99.00087270830306,98.8532110091743,96.50389086358356,100.0,0.753,0.767,0.662,0.843,144.181,56792.915,2751.01,62543.0,33.0,428.5,97.9,1.0,7.0
2020.0,85.50685425685425,113.513513513514,84.83330327080324,76.271186440678,87.8787878787879,96.50389086358356,113.4063143817545,0.763,0.776,0.6895,0.849,144.181,78182.4,145.6,4704.0,98.0,34.0,86.6,3.0,15.0
2021.0,114.53373015873015,100.0,73.6418511066398,87.1754878072813,76.1904761904762,85.2941176470588,87.06016311118384,0.763,0.776,0.6895,0.849,144.181,78182.4,145.6,4704.0,98.0,34.0,86.6,3.0,15.0
2022.0,95.83333345833333,100.0,73.6418511066398,76.271186440678,76.1904761904762,74.2857142857143,74.6913580246914,0.763,0.776,0.6895,0.849,144.181,78182.4,145.6,4704.0,98.0,34.0,86.6,3.0,15.0
2023.0,114.53373015873015,140.0,195.1388888888889,250.0,200.0,141.74107151190475,140.0,0.763,0.776,0.6895,0.849,144.181,78182.4,145.6,4704.0,98.0,34.0,86.6,3.0,15.0
2024.0,114.53373015873015,100.0,84.83330327080324,87.1754878072813,87.8787878787879,96.50389086358356,100.0,0.763,0.776,0.6895,0.849,144.181,78182.4,145.6,4704.0,98.0,34.0,86.6,3.0,15.0
2020.0,55.9503105590062,100.0,95.51910361977174,99.00087270830306,87.8787878787879,96.50389086358356,100.0,0.678,0.7084999999999999,0.563,0.792,144.181,45625.31,19.46,4704.0,98.0,34.0,42.9,3.0,2.0
2021.0,85.50685425685425,113.513513513514,28.1105856250365,31.6455696202532,29.166667208333333,30.000000149999998,22.916666833333323,0.678,0.7084999999999999,0.563,0.792,144.181,45625.31,19.46,4704.0,98.0,34.0,42.9,3.0,2.0
2022.0,114.53373015873015,87.0967741935484,95.51910361977174,99.00087270830306,98.8532110091743,96.50389086358356,100.0,0.678,0.7084999999999999,0.563,0.792,144.181,45625.31,19.46,4704.0,98.0,34.0,42.9,3.0,2.0
2023.0,95.83333345833333,100.0,106.52777786111112,122.08333358333336,110.44448509237219,107.70655270655271,100.0,0.678,0.7084999999999999,0.563,0.792,144.181,45625.31,19.46,4704.0,98.0,34.0,42.9,3.0,2.0
2024.0,95.83333345833333,126.9759485926655,117.6653439153439,122.08333358333336,121.38558201058203,131.21597458391912,126.923076923077,0.678,0.7084999999999999,0.563,0.792,144.181,45625.31,19.46,4704.0,98.0,34.0,42.9,3.0,2.0
2020.0,85.50685425685425,100.0,117.6653439153439,110.480549199085,121.38558201058203,96.50389086358356,100.0,0.753,0.751,0.646,0.886,144.181,45625.31,925.55,62543.0,98.0,428.5,97.9,1.0,11.0
2021.0,46.1215513794482,22.916666833333323,106.52777786111112,110.480549199085,110.44448509237219,118.518518518519,113.4063143817545,0.753,0.751,0.646,0.886,144.181,45625.31,925.55,62543.0,98.0,428.5,97.9,1.0,11.0
2022.0,104.98348072307598,100.0,84.83330327080324,87.1754878072813,87.8787878787879,74.2857142857143,74.6913580246914,0.753,0.751,0.646,0.886,144.181,45625.31,925.55,62543.0,98.0,34.0,97.9,1.0,11.0
2023.0,104.98348072307598,113.513513513514,106.52777786111112,110.480549199085,121.38558201058203,107.70655270655271,113.4063143817545,0.753,0.751,0.646,0.886,144.181,45625.31,925.55,62543.0,98.0,428.5,97.9,1.0,11.0
2024.0,95.83333345833333,166.666666666667,106.52777786111112,169.20093795093794,121.38558201058203,164.28571436904764,166.666666666667,0.753,0.751,0.646,0.886,144.181,45625.31,925.55,62543.0,98.0,34.0,97.9,1.0,11.0
2020.0,104.98348072307598,48.95833354166667,50.26348435761521,65.0,65.15151533333334,63.3333333333333,49.355158896825394,0.715,0.7,0.591,0.886,405.034,88848.11,19.46,4704.0,98.0,34.0,64.75,2.0,7.0
2021.0,55.9503105590062,74.6815286624204,73.6418511066398,65.0,76.1904761904762,74.2857142857143,74.6913580246914,0.715,0.7,0.591,0.886,405.034,88848.11,19.46,4704.0,98.0,34.0,64.75,2.0,7.0
2022.0,65.69850288600288,74.6815286624204,62.5,65.0,65.15151533333334,63.3333333333333,61.77257512796453,0.715,0.7,0.591,0.886,405.034,88848.11,19.46,4704.0,98.0,34.0,64.75,2.0,7.0
2023.0,95.83333345833333,87.0967741935484,95.51910361977174,87.1754878072813,98.8532110091743,96.50389086358356,87.06016311118384,0.715,0.7,0.591,0.886,405.034,88848.11,19.46,4704.0,98.0,34.0,64.75,2.0,7.0
2024.0,104.98348072307598,87.0967741935484,95.51910361977174,99.00087270830306,98.8532110091743,85.2941176470588,87.06016311118384,0.715,0.7,0.591,0.886,405.034,88848.11,19.46,4704.0,98.0,34.0,64.75,2.0,7.0
2020.0,114.53373015873015,113.513513513514,95.51910361977174,110.480549199085,98.8532110091743,107.70655270655271,113.4063143817545,0.763,0.776,0.676,0.849,144.181,78182.4,19.46,4704.0,98.0,34.0,54.1,4.0,2.0
2021.0,85.50685425685425,100.0,106.52777786111112,99.00087270830306,110.44448509237219,96.50389086358356,100.0,0.763,0.776,0.676,0.849,144.181,78182.4,19.46,4704.0,98.0,34.0,54.1,4.0,2.0
2022.0,114.53373015873015,87.0967741935484,84.83330327080324,87.1754878072813,87.8787878787879,96.50389086358356,100.0,0.763,0.776,0.676,0.849,144.181,78182.4,19.46,4704.0,98.0,34.0,54.1,4.0,2.0
